ID,Breed,Breed Size,Sex,Age,Weight (lbs),Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy
1057,Doberman,Large,Male,9.0,68.0,None,None,Special diet,,3.0,No,No,No,11.0,2.0,Moderate,4.0,89.0,Yes,Yes
1058,Australian Shepherd,Medium,Male,9.0,44.0,None,Very Active,Home cooked,Special,2.0,Yes,No,No,9.0,2.0,Moderate,0.0,82.0,Yes,Yes
1059,Dachshund,Small,Female,9.0,52.0,None,Low,Wet food,Pedigree,,No,No,No,11.0,4.0,Low,2.0,88.0,Yes,No
1060,Dachshund,Small,Male,5.0,72.0,Neutered,None,Hard food,Royal Canin,3.0,Yes,No,No,11.0,2.0,Low,3.0,77.0,Yes,Yes
1061,Great Dane,Large,Male,12.0,70.0,Neutered,Active,Special diet,Royal Canin,3.0,No,No,No,11.0,1.0,Moderate,3.0,44.0,Yes,Yes
1062,Boxer,Medium,Female,5.0,53.0,Neutered,Active,Special diet,Nutro,3.0,Yes,Yes,No,11.0,1.0,Moderate,2.0,63.0,Yes,Yes
1063,Bulldog,Medium,Male,8.0,37.0,Spayed,None,Hard food,Hill's Science,4.0,No,No,No,14.0,2.0,Moderate,2.0,44.0,Yes,Yes
1064,Poodle,Small,Female,2.0,28.0,Spayed,None,Home cooked,Special,3.0,No,Yes,No,8.0,1.0,Very Active,0.0,58.0,Yes,Yes
1065,Siberian Husky,Medium,Female,12.0,37.0,Spayed,None,Hard food,Royal Canin,2.0,Yes,No,No,9.0,1.0,Very Active,0.0,64.0,Yes,No
1066,Rottweiler,Large,Female,9.0,71.0,None,Active,Home cooked,Special,3.0,No,No,No,10.0,1.0,Moderate,1.0,38.0,Yes,Yes
1067,Australian Shepherd,Medium,Male,10.0,66.0,None,Low,,Special,1.0,No,No,No,12.0,2.0,None,2.0,92.0,Yes,Yes
1068,Doberman,Large,Male,8.0,16.0,Neutered,Active,Home cooked,Special,6.0,Yes,No,No,14.0,1.0,None,2.0,82.0,Yes,Yes
1069,Golden Retriever,Large,Male,8.0,47.0,Neutered,Moderate,Home cooked,Special,2.0,No,No,No,13.0,2.0,None,1.0,66.0,Yes,Yes
1070,Labrador Retriever,Large,Male,6.0,70.0,None,Moderate,Special diet,Purina,5.0,Yes,Yes,No,10.0,3.0,Active,0.0,83.0,Yes,No
1071,Beagle,Small,Male,3.0,48.0,,None,Wet food,Royal Canin,2.0,Yes,Yes,No,10.0,1.0,None,1.0,78.0,Yes,Yes
1072,Doberman,Large,Male,6.0,41.0,None,Low,Wet food,Nutro,1.0,No,Yes,Yes,14.0,1.0,Moderate,1.0,,Yes,No
1073,Rottweiler,Large,Female,10.0,49.0,Spayed,Low,Special diet,Nutro,2.0,No,No,No,11.0,2.0,Moderate,2.0,96.0,Yes,Yes
1074,German Shepherd,Large,Male,12.0,34.0,Neutered,Very Active,Hard food,Iams,3.0,No,Yes,Yes,10.0,2.0,Low,4.0,70.0,Yes,No
1075,Boxer,Medium,Female,11.0,32.0,None,None,Home cooked,Special,,No,No,No,,2.0,Active,3.0,58.0,Yes,Yes
1076,Great Dane,Large,Male,6.0,55.0,Neutered,Low,Home cooked,Special,2.0,Yes,Yes,No,,0.0,Low,2.0,51.0,Yes,Yes
1077,Rottweiler,Large,Male,13.0,88.0,Spayed,Active,Wet food,Iams,3.0,,Yes,No,9.0,1.0,Active,2.0,66.0,Yes,No
1078,Labrador Retriever,Large,Female,2.0,72.0,Spayed,Low,Home cooked,Special,5.0,No,No,No,10.0,2.0,Moderate,2.0,55.0,Yes,Yes
1079,Australian Shepherd,Medium,Male,5.0,62.0,Neutered,None,Hard food,Nutro,3.0,Yes,No,No,11.0,1.0,None,1.0,71.0,Yes,Yes
1080,Rottweiler,Large,,2.0,64.0,Neutered,Moderate,Special diet,Blue Buffalo,5.0,No,Yes,No,12.0,2.0,None,1.0,34.0,Yes,Yes
1081,Great Dane,Large,Female,2.0,61.0,Spayed,None,Home cooked,Special,2.0,Yes,Yes,No,12.0,,Moderate,2.0,61.0,Yes,Yes
1082,Golden Retriever,Large,Male,6.0,52.0,None,Active,Hard food,Pedigree,0.0,,Yes,No,10.0,3.0,Low,0.0,51.0,Yes,No
1083,Great Dane,Large,Male,7.0,72.0,None,Very Active,Wet food,Blue Buffalo,2.0,,No,No,13.0,1.0,Moderate,4.0,57.0,Yes,Yes
1084,Australian Shepherd,Medium,Female,10.0,60.0,None,Moderate,Wet food,Purina,3.0,Yes,No,No,,1.0,Low,1.0,70.0,Yes,No
1085,Doberman,Large,Male,3.0,61.0,Spayed,Active,Special diet,Royal Canin,4.0,No,No,No,11.0,2.0,Active,3.0,70.0,Yes,Yes
1086,Great Dane,Large,Male,3.0,56.0,Neutered,None,Special diet,Royal Canin,2.0,No,No,No,12.0,1.0,Moderate,2.0,76.0,Yes,Yes
1087,Great Dane,Large,Female,10.0,57.0,None,Very Active,Home cooked,Special,1.0,Yes,No,No,10.0,2.0,Active,0.0,78.0,Yes,Yes
1088,Yorkshire Terrier,Small,Female,11.0,23.0,Spayed,Low,Wet food,Purina,2.0,No,Yes,No,9.0,0.0,Moderate,4.0,85.0,Yes,No
1089,Australian Shepherd,Medium,Male,5.0,64.0,None,Active,Hard food,Blue Buffalo,5.0,No,Yes,No,11.0,0.0,Low,1.0,62.0,Yes,Yes
1090,Great Dane,Large,Female,6.0,54.0,Spayed,Very Active,Special diet,Royal Canin,2.0,,No,No,11.0,1.0,Very Active,0.0,78.0,Yes,Yes
1091,,Large,Male,9.0,82.0,Spayed,Moderate,Special diet,Pedigree,0.0,Yes,No,No,9.0,1.0,Very Active,1.0,40.0,Yes,Yes
1092,Yorkshire Terrier,Small,Female,2.0,55.0,None,Very Active,Special diet,Nutro,2.0,No,Yes,No,10.0,3.0,Very Active,0.0,68.0,Yes,Yes
1093,Beagle,Small,Male,11.0,28.0,Spayed,Low,Wet food,Iams,3.0,Yes,Yes,No,10.0,3.0,Active,0.0,82.0,Yes,No
1094,Chihuahua,Small,Male,13.0,44.0,Spayed,Low,Wet food,Wellness,1.0,Yes,Yes,No,12.0,3.0,Low,1.0,41.0,Yes,No
1095,Doberman,Large,Female,7.0,66.0,None,Active,Home cooked,Special,5.0,No,Yes,No,11.0,2.0,Active,0.0,60.0,Yes,Yes
1096,Australian Shepherd,Medium,Female,7.0,43.0,Spayed,None,Wet food,Wellness,2.0,No,Yes,No,,1.0,Moderate,1.0,74.0,Yes,Yes
1097,Bulldog,Medium,Male,8.0,48.0,None,Moderate,Home cooked,Special,1.0,Yes,No,No,12.0,2.0,Moderate,0.0,49.0,Yes,Yes
1098,Chihuahua,Small,Female,10.0,51.0,Spayed,Very Active,Hard food,Blue Buffalo,4.0,No,No,No,12.0,3.0,Low,3.0,74.0,Yes,Yes
1099,Dachshund,Small,Male,11.0,54.0,Neutered,Active,Home cooked,Special,2.0,No,No,No,10.0,1.0,Low,1.0,66.0,Yes,Yes
1100,Australian Shepherd,Medium,Female,1.0,57.0,None,Moderate,Wet food,Blue Buffalo,3.0,No,Yes,No,14.0,1.0,Active,3.0,86.0,Yes,No
1101,Golden Retriever,Large,Female,1.0,51.0,Neutered,Moderate,Home cooked,Special,1.0,Yes,No,No,10.0,1.0,Moderate,0.0,69.0,Yes,Yes
1102,Chihuahua,Small,Male,10.0,60.0,None,Very Active,Special diet,Pedigree,3.0,Yes,Yes,No,11.0,2.0,Very Active,0.0,74.0,Yes,No
1103,Dachshund,Small,Female,,49.0,Spayed,Low,Home cooked,Special,5.0,Yes,Yes,No,10.0,3.0,Low,1.0,40.0,Yes,Yes
1104,Beagle,Small,Male,7.0,54.0,Spayed,Active,Wet food,Royal Canin,1.0,Yes,Yes,No,10.0,2.0,None,2.0,49.0,Yes,Yes
1105,Great Dane,Large,Male,4.0,64.0,None,Moderate,Special diet,Blue Buffalo,2.0,Yes,Yes,No,10.0,0.0,None,2.0,81.0,Yes,Yes
1106,Chihuahua,Small,Male,12.0,43.0,None,Active,Hard food,Blue Buffalo,1.0,No,No,No,12.0,1.0,None,0.0,79.0,Yes,No
1107,Golden Retriever,Large,Male,9.0,48.0,Neutered,Very Active,Special diet,Blue Buffalo,3.0,Yes,No,No,13.0,1.0,Very Active,1.0,83.0,Yes,Yes
1108,Australian Shepherd,Medium,Male,8.0,61.0,Spayed,None,Hard food,Hill's Science,0.0,Yes,No,No,9.0,1.0,None,0.0,85.0,Yes,Yes
1109,Great Dane,Large,Male,12.0,57.0,Spayed,Very Active,Hard food,Hill's Science,1.0,,No,No,14.0,2.0,None,1.0,78.0,Yes,Yes
1110,Doberman,Large,Female,2.0,24.0,Neutered,Active,Wet food,Iams,0.0,Yes,Yes,No,11.0,3.0,Very Active,3.0,84.0,Yes,Yes
1111,Great Dane,Large,Female,7.0,47.0,None,Moderate,Home cooked,Special,3.0,No,No,No,11.0,0.0,Low,1.0,64.0,Yes,Yes
1112,Rottweiler,Large,Female,7.0,43.0,Spayed,Moderate,Home cooked,Special,,Yes,Yes,No,13.0,2.0,Active,3.0,67.0,Yes,Yes
1113,Poodle,Small,Male,13.0,38.0,,,Wet food,Iams,5.0,Yes,Yes,No,12.0,1.0,Very Active,2.0,100.0,Yes,No
1114,Great Dane,Large,Female,4.0,19.0,Neutered,Active,Hard food,Nutro,4.0,Yes,No,No,12.0,2.0,Low,1.0,67.0,Yes,Yes
1115,Golden Retriever,Large,Male,1.0,53.0,Spayed,Moderate,Hard food,,4.0,No,Yes,,11.0,3.0,Active,1.0,49.0,Yes,No
1116,German Shepherd,Large,Male,,35.0,Spayed,Low,Wet food,Nutro,1.0,No,Yes,No,12.0,1.0,Very Active,0.0,,Yes,No
1117,Doberman,Large,Male,3.0,48.0,Spayed,Low,Special diet,Pedigree,4.0,No,No,No,9.0,3.0,Active,1.0,34.0,Yes,Yes
1118,Beagle,Small,Female,11.0,32.0,None,Moderate,Hard food,Wellness,3.0,No,No,No,12.0,0.0,Moderate,1.0,59.0,,No
1119,Australian Shepherd,Medium,Female,10.0,41.0,None,Active,Home cooked,Special,0.0,No,No,No,10.0,2.0,Active,1.0,46.0,Yes,Yes
1120,Bulldog,Medium,Male,6.0,44.0,None,Very Active,Wet food,Nutro,3.0,Yes,Yes,No,10.0,2.0,Low,0.0,,Yes,No
1121,Beagle,Small,Male,7.0,59.0,,Very Active,Hard food,Royal Canin,3.0,No,Yes,No,11.0,1.0,Low,2.0,37.0,Yes,Yes
1122,Yorkshire Terrier,Small,Male,7.0,62.0,Spayed,Active,Special diet,Blue Buffalo,3.0,Yes,Yes,No,8.0,1.0,None,2.0,70.0,Yes,Yes
1123,Bulldog,Medium,Male,9.0,57.0,Neutered,Very Active,Wet food,Wellness,5.0,Yes,Yes,No,11.0,2.0,Moderate,3.0,78.0,Yes,Yes
1124,Chihuahua,Small,Male,10.0,25.0,Neutered,Moderate,Wet food,Royal Canin,4.0,Yes,Yes,No,11.0,3.0,Moderate,0.0,81.0,Yes,No
1125,Labrador Retriever,Large,Female,8.0,69.0,Neutered,Moderate,Special diet,Pedigree,3.0,No,No,No,12.0,1.0,Moderate,0.0,78.0,Yes,Yes
1126,Australian Shepherd,Medium,Male,8.0,59.0,Neutered,Low,Home cooked,Special,3.0,No,Yes,Yes,11.0,2.0,None,2.0,55.0,Yes,Yes
1127,Labrador Retriever,Large,Female,6.0,45.0,None,Low,Home cooked,Special,2.0,Yes,No,Yes,10.0,1.0,Active,1.0,38.0,Yes,Yes
1128,Siberian Husky,Medium,Female,3.0,29.0,Spayed,Low,Home cooked,Special,0.0,Yes,Yes,No,10.0,3.0,Moderate,3.0,78.0,Yes,Yes
1129,Poodle,Small,Female,11.0,,None,Low,Wet food,Iams,1.0,No,No,No,11.0,2.0,Active,2.0,58.0,Yes,No
1130,German Shepherd,Large,Male,4.0,81.0,,None,Home cooked,Special,,Yes,No,No,12.0,1.0,Very Active,2.0,68.0,Yes,Yes
1131,Bulldog,Medium,Male,11.0,73.0,Spayed,Low,Hard food,Purina,2.0,No,Yes,No,12.0,3.0,Very Active,3.0,68.0,Yes,No
1132,Golden Retriever,Large,Female,4.0,30.0,None,Very Active,Home cooked,Special,5.0,Yes,Yes,No,13.0,2.0,Active,2.0,56.0,Yes,Yes
1133,Golden Retriever,Large,Male,9.0,65.0,Neutered,None,Home cooked,Special,3.0,No,No,No,11.0,2.0,Moderate,2.0,83.0,Yes,Yes
1134,Doberman,Large,Male,1.0,57.0,Spayed,Active,Home cooked,Special,5.0,No,No,No,12.0,0.0,Very Active,0.0,58.0,Yes,Yes
1135,Dachshund,Small,Male,7.0,45.0,Neutered,Moderate,Wet food,Royal Canin,3.0,No,No,No,12.0,2.0,None,0.0,98.0,Yes,Yes
1136,Golden Retriever,Large,Female,12.0,39.0,None,Active,Hard food,Purina,,No,No,No,11.0,2.0,Low,4.0,43.0,Yes,Yes
1137,Rottweiler,Large,Female,13.0,60.0,None,Low,Wet food,Royal Canin,5.0,Yes,Yes,No,14.0,1.0,Moderate,3.0,30.0,Yes,No
1138,Beagle,Small,Male,8.0,89.0,Spayed,Active,Home cooked,Special,5.0,No,Yes,No,9.0,1.0,Low,2.0,41.0,Yes,Yes
1139,Australian Shepherd,Medium,Male,7.0,65.0,Neutered,None,Hard food,,3.0,Yes,Yes,No,12.0,0.0,None,1.0,53.0,Yes,Yes
1140,Rottweiler,Large,Male,10.0,55.0,None,Moderate,Hard food,Purina,2.0,No,No,No,10.0,1.0,Moderate,0.0,72.0,Yes,No
1141,Rottweiler,Large,Male,,67.0,None,Active,Wet food,Purina,1.0,No,Yes,No,11.0,1.0,Very Active,2.0,68.0,Yes,Yes
1142,Chihuahua,Small,Male,11.0,54.0,None,Active,Special diet,Iams,2.0,Yes,Yes,No,12.0,1.0,Moderate,2.0,100.0,Yes,Yes
1143,Chihuahua,Small,Male,9.0,70.0,Spayed,Active,Wet food,Blue Buffalo,3.0,No,No,No,14.0,2.0,None,0.0,79.0,Yes,Yes
1144,Poodle,Small,Male,8.0,,Neutered,Active,Special diet,Nutro,1.0,No,No,No,11.0,1.0,Low,1.0,51.0,Yes,Yes
1145,Great Dane,Large,Male,3.0,33.0,Spayed,Active,Hard food,Pedigree,3.0,No,No,Yes,11.0,1.0,Active,2.0,59.0,Yes,Yes
1146,Poodle,Small,Male,9.0,26.0,None,Active,Hard food,Wellness,2.0,No,No,No,14.0,0.0,Very Active,4.0,61.0,Yes,Yes
1147,Poodle,Small,Female,5.0,68.0,Spayed,None,Wet food,Pedigree,2.0,Yes,Yes,No,,1.0,Active,2.0,71.0,Yes,Yes
1148,Australian Shepherd,Medium,Male,12.0,44.0,None,None,Special diet,Purina,2.0,Yes,Yes,Yes,10.0,1.0,Moderate,1.0,76.0,Yes,No
1149,Doberman,Large,Male,9.0,60.0,Neutered,Very Active,Wet food,Nutro,3.0,Yes,Yes,No,12.0,1.0,None,4.0,50.0,Yes,Yes
1150,Labrador Retriever,Large,Female,10.0,39.0,None,None,Hard food,Blue Buffalo,1.0,Yes,No,No,12.0,1.0,Active,1.0,77.0,Yes,No
1151,Dachshund,Small,Male,,57.0,Neutered,Active,Special diet,Pedigree,3.0,,Yes,No,,2.0,None,0.0,57.0,Yes,Yes
1152,Boxer,Medium,Male,11.0,56.0,Neutered,None,Home cooked,Special,2.0,No,No,No,9.0,3.0,Active,0.0,62.0,Yes,Yes
1153,Labrador Retriever,Large,Male,8.0,61.0,Neutered,Low,Special diet,Nutro,3.0,No,Yes,No,10.0,2.0,Low,0.0,51.0,Yes,Yes
1154,Siberian Husky,Medium,Female,3.0,43.0,None,Moderate,Home cooked,Special,4.0,No,No,No,12.0,1.0,Low,4.0,59.0,Yes,Yes
1155,Rottweiler,Large,Male,10.0,56.0,Neutered,Low,Home cooked,Special,3.0,Yes,No,No,10.0,1.0,Active,2.0,59.0,Yes,
1156,Labrador Retriever,Large,Female,3.0,52.0,Neutered,None,Home cooked,Special,5.0,No,No,No,10.0,0.0,None,1.0,70.0,Yes,Yes
1157,Dachshund,Small,Male,3.0,59.0,None,None,Hard food,Hill's Science,2.0,Yes,No,Yes,9.0,0.0,Very Active,0.0,79.0,Yes,No
1158,,Medium,Male,8.0,56.0,Neutered,Very Active,Wet food,Blue Buffalo,1.0,Yes,No,,10.0,,Active,,63.0,Yes,Yes
1159,Yorkshire Terrier,Small,Female,12.0,27.0,Neutered,Moderate,Special diet,Hill's Science,3.0,Yes,No,No,13.0,0.0,Low,,58.0,Yes,Yes
1160,Siberian Husky,Medium,Female,7.0,49.0,None,Active,Wet food,,2.0,Yes,Yes,No,12.0,4.0,Moderate,0.0,74.0,Yes,
1161,Dachshund,Small,Male,1.0,77.0,Neutered,Very Active,Special diet,Hill's Science,3.0,Yes,Yes,No,,3.0,Low,1.0,58.0,Yes,Yes
1162,Poodle,,Female,3.0,59.0,None,Active,Home cooked,Special,3.0,No,Yes,No,12.0,3.0,Moderate,2.0,45.0,Yes,Yes
1163,German Shepherd,Large,Male,4.0,48.0,None,Active,Home cooked,Special,2.0,Yes,No,No,10.0,1.0,None,1.0,66.0,Yes,Yes
1164,German Shepherd,Large,Male,4.0,44.0,Spayed,Moderate,Hard food,Royal Canin,1.0,Yes,Yes,No,12.0,1.0,Low,2.0,59.0,Yes,Yes
1165,Labrador Retriever,Large,Female,1.0,70.0,None,Active,Special diet,Wellness,1.0,No,No,No,11.0,1.0,Very Active,1.0,46.0,Yes,Yes
1166,Boxer,Medium,Female,12.0,43.0,None,Low,Home cooked,Special,1.0,No,Yes,No,10.0,2.0,Moderate,1.0,83.0,Yes,No
1167,Yorkshire Terrier,Small,Male,5.0,69.0,None,Moderate,Special diet,Hill's Science,3.0,Yes,Yes,No,10.0,2.0,Low,2.0,43.0,Yes,Yes
1168,Chihuahua,Small,Male,1.0,65.0,Neutered,Active,Wet food,Blue Buffalo,1.0,No,No,No,,1.0,None,2.0,73.0,Yes,Yes
1169,Yorkshire Terrier,Small,Female,9.0,67.0,Neutered,None,Wet food,Wellness,5.0,Yes,Yes,No,11.0,1.0,Very Active,2.0,67.0,Yes,No
1170,Poodle,Small,Male,12.0,55.0,Neutered,None,Wet food,Royal Canin,2.0,No,Yes,No,12.0,3.0,Moderate,0.0,71.0,Yes,No
1171,Boxer,Medium,Female,,67.0,Neutered,Moderate,Home cooked,Special,2.0,No,Yes,No,9.0,3.0,Active,0.0,74.0,Yes,No
1172,Great Dane,Large,Female,9.0,46.0,Neutered,Moderate,Hard food,Hill's Science,2.0,Yes,Yes,No,10.0,1.0,Very Active,,65.0,Yes,No
1173,Yorkshire Terrier,Small,Male,13.0,10.0,None,Moderate,Wet food,Wellness,1.0,No,Yes,No,10.0,4.0,Low,2.0,48.0,Yes,No
1174,Siberian Husky,Medium,Male,7.0,44.0,Neutered,Moderate,Special diet,Royal Canin,0.0,Yes,No,No,10.0,3.0,Moderate,2.0,62.0,Yes,Yes
1175,Poodle,Small,Female,12.0,74.0,None,,Hard food,Nutro,3.0,Yes,Yes,No,10.0,0.0,None,3.0,,Yes,
1176,Yorkshire Terrier,Small,Male,4.0,51.0,Spayed,Moderate,Special diet,Royal Canin,4.0,Yes,Yes,No,10.0,0.0,Very Active,0.0,63.0,Yes,Yes
1177,Siberian Husky,Medium,Female,13.0,72.0,Spayed,Low,Special diet,Iams,1.0,Yes,Yes,No,10.0,2.0,Moderate,1.0,,Yes,Yes
1178,Dachshund,Small,Female,10.0,46.0,None,Very Active,Home cooked,Special,1.0,Yes,Yes,No,12.0,3.0,Low,0.0,65.0,Yes,No
1179,Dachshund,Small,Female,10.0,43.0,Spayed,None,Wet food,Wellness,5.0,Yes,Yes,No,11.0,1.0,Low,2.0,67.0,Yes,No
1180,German Shepherd,Large,Female,11.0,55.0,Neutered,Very Active,Special diet,Iams,6.0,No,No,No,8.0,3.0,Very Active,3.0,30.0,Yes,Yes
1181,Beagle,Small,Female,7.0,40.0,Spayed,Moderate,Home cooked,Special,1.0,No,No,No,10.0,3.0,,0.0,66.0,Yes,Yes
1182,Labrador Retriever,Large,Male,7.0,22.0,Neutered,Active,Hard food,Pedigree,2.0,Yes,Yes,No,8.0,2.0,Active,2.0,74.0,Yes,Yes
1183,Beagle,Small,Male,12.0,50.0,None,Low,Home cooked,Special,0.0,No,No,No,13.0,1.0,Moderate,4.0,84.0,Yes,Yes
1184,Beagle,Small,Female,12.0,71.0,Spayed,Low,Wet food,Pedigree,4.0,No,,No,8.0,1.0,None,3.0,59.0,Yes,Yes
1185,Bulldog,Medium,Female,9.0,54.0,Spayed,Very Active,Special diet,Royal Canin,2.0,Yes,No,No,11.0,1.0,Low,1.0,69.0,Yes,Yes
1186,Golden Retriever,Large,Female,6.0,48.0,Spayed,Moderate,Wet food,Hill's Science,1.0,Yes,No,No,10.0,2.0,Active,0.0,70.0,Yes,Yes
1187,Chihuahua,Small,Male,8.0,58.0,None,Moderate,Hard food,Wellness,0.0,Yes,Yes,No,13.0,1.0,Very Active,1.0,47.0,Yes,No
1188,Boxer,Medium,Male,11.0,31.0,Neutered,Low,Wet food,Hill's Science,0.0,Yes,Yes,No,12.0,2.0,Very Active,0.0,50.0,Yes,No
1189,Beagle,Small,Male,13.0,64.0,Neutered,Active,Home cooked,Special,4.0,Yes,Yes,No,11.0,1.0,Low,3.0,62.0,Yes,Yes
1190,German Shepherd,Large,Male,5.0,59.0,None,Moderate,Special diet,Blue Buffalo,3.0,No,Yes,No,9.0,0.0,None,2.0,72.0,Yes,
1191,Beagle,Small,Female,4.0,56.0,None,Moderate,Special diet,Hill's Science,5.0,No,No,No,,2.0,None,1.0,48.0,Yes,Yes
1192,Beagle,Small,Female,1.0,36.0,Neutered,None,Special diet,Hill's Science,2.0,No,No,No,11.0,0.0,None,2.0,,Yes,Yes
1193,Rottweiler,Large,Male,13.0,40.0,None,None,Special diet,Iams,1.0,Yes,No,No,12.0,2.0,Low,3.0,81.0,Yes,Yes
1194,Yorkshire Terrier,Small,Male,2.0,46.0,Neutered,Active,Hard food,Royal Canin,4.0,No,No,Yes,11.0,1.0,None,1.0,63.0,Yes,Yes
1195,Poodle,Small,Female,10.0,33.0,None,Low,Wet food,Royal Canin,2.0,Yes,Yes,No,13.0,1.0,Very Active,1.0,85.0,Yes,No
1196,,Medium,Male,4.0,49.0,Spayed,Very Active,Home cooked,Special,2.0,Yes,No,No,,3.0,Very Active,1.0,63.0,Yes,Yes
1197,Bulldog,Medium,Female,5.0,33.0,Spayed,Low,Wet food,Blue Buffalo,3.0,Yes,No,No,10.0,2.0,Active,3.0,,Yes,Yes
1198,Dachshund,Small,Female,6.0,51.0,Spayed,Low,Home cooked,Special,1.0,Yes,No,No,10.0,1.0,Low,0.0,78.0,Yes,Yes
1199,Boxer,Medium,Male,6.0,66.0,Neutered,Moderate,Wet food,Wellness,3.0,No,No,No,13.0,1.0,Very Active,2.0,86.0,Yes,Yes
1200,Golden Retriever,Large,Female,4.0,32.0,None,None,Wet food,Pedigree,5.0,Yes,Yes,No,10.0,2.0,Low,3.0,54.0,Yes,No
1201,Chihuahua,Small,Male,11.0,34.0,Spayed,Low,Home cooked,Special,3.0,Yes,No,No,10.0,2.0,Low,0.0,65.0,Yes,Yes
1202,Poodle,Small,Male,10.0,37.0,Neutered,Moderate,Home cooked,Special,3.0,,Yes,No,12.0,2.0,Low,4.0,82.0,Yes,Yes
1203,Doberman,Large,Female,11.0,61.0,None,Very Active,Home cooked,Special,0.0,No,,No,9.0,1.0,Active,4.0,100.0,Yes,Yes
1204,Dachshund,Small,Female,8.0,60.0,None,Active,Wet food,Hill's Science,2.0,Yes,No,No,10.0,1.0,Active,3.0,53.0,Yes,Yes
1205,Bulldog,Medium,Female,9.0,55.0,Spayed,Very Active,Home cooked,Special,3.0,Yes,No,No,12.0,3.0,Very Active,3.0,71.0,Yes,Yes
1206,German Shepherd,Large,Female,12.0,78.0,Spayed,Very Active,Special diet,Hill's Science,1.0,,Yes,No,13.0,2.0,None,3.0,61.0,Yes,Yes
1207,Rottweiler,Large,Female,12.0,76.0,Spayed,Low,Special diet,Hill's Science,5.0,Yes,Yes,No,10.0,2.0,Moderate,0.0,93.0,Yes,No
1208,Poodle,Small,Male,4.0,44.0,None,Very Active,Home cooked,Special,2.0,No,Yes,No,11.0,3.0,Moderate,2.0,66.0,Yes,Yes
1209,Bulldog,Medium,Male,13.0,63.0,None,Moderate,Home cooked,Special,2.0,No,No,No,14.0,1.0,Low,2.0,43.0,Yes,Yes
1210,Bulldog,Medium,Female,5.0,44.0,Neutered,Very Active,Wet food,Blue Buffalo,1.0,Yes,No,No,13.0,1.0,Very Active,1.0,67.0,Yes,Yes
1211,Beagle,Small,Female,3.0,52.0,Spayed,Low,Wet food,Purina,3.0,Yes,No,No,12.0,0.0,None,1.0,42.0,Yes,Yes
1212,Rottweiler,Large,Male,5.0,30.0,Spayed,Active,Wet food,Nutro,3.0,No,Yes,No,11.0,2.0,Low,0.0,49.0,Yes,Yes
1213,Yorkshire Terrier,Small,Male,2.0,48.0,None,Moderate,Home cooked,Special,7.0,No,Yes,No,12.0,0.0,Active,2.0,66.0,Yes,Yes
1214,Yorkshire Terrier,Small,Female,4.0,59.0,None,None,Hard food,Wellness,4.0,No,No,No,12.0,0.0,None,1.0,42.0,Yes,Yes
1215,Great Dane,Large,Male,9.0,65.0,Neutered,Active,Special diet,Purina,3.0,No,Yes,No,9.0,2.0,None,0.0,65.0,Yes,Yes
1216,Beagle,Small,Female,7.0,58.0,None,Moderate,Hard food,Royal Canin,3.0,No,Yes,No,,0.0,Low,0.0,40.0,Yes,No
1217,Siberian Husky,Medium,Female,7.0,37.0,Neutered,Moderate,Special diet,Iams,3.0,Yes,Yes,No,12.0,2.0,None,1.0,56.0,Yes,Yes
1218,Boxer,Medium,Male,10.0,56.0,Neutered,Moderate,Home cooked,Special,0.0,No,No,No,11.0,2.0,Very Active,1.0,30.0,Yes,Yes
1219,Poodle,Small,Male,13.0,45.0,Neutered,Low,Wet food,Iams,2.0,,Yes,No,8.0,1.0,Low,0.0,63.0,Yes,No
1220,Boxer,Medium,Female,6.0,64.0,Neutered,Active,Hard food,Royal Canin,3.0,Yes,No,No,10.0,2.0,None,0.0,73.0,Yes,Yes
1221,Golden Retriever,Large,Female,7.0,42.0,Neutered,None,Hard food,Pedigree,1.0,No,,No,10.0,4.0,Very Active,2.0,81.0,Yes,Yes
1222,Siberian Husky,Medium,Male,7.0,58.0,Neutered,Low,Home cooked,Special,2.0,No,No,,8.0,2.0,Moderate,1.0,65.0,Yes,Yes
1223,Boxer,Medium,Male,8.0,63.0,Neutered,None,Hard food,Purina,3.0,No,Yes,No,13.0,1.0,Active,2.0,81.0,Yes,Yes
1224,Dachshund,Small,Female,6.0,54.0,Neutered,Moderate,Special diet,Hill's Science,5.0,No,Yes,No,13.0,2.0,Active,2.0,57.0,Yes,Yes
1225,Golden Retriever,Large,Male,9.0,49.0,Spayed,Active,Wet food,,,Yes,No,No,10.0,2.0,Moderate,1.0,35.0,Yes,Yes
1226,Bulldog,Medium,Female,13.0,33.0,Spayed,Low,Wet food,Iams,3.0,Yes,Yes,No,9.0,3.0,Low,0.0,81.0,Yes,No
1227,Dachshund,Small,Male,7.0,58.0,Spayed,Very Active,Wet food,Iams,3.0,No,No,No,12.0,1.0,Low,0.0,71.0,Yes,Yes
1228,Rottweiler,Large,Male,5.0,53.0,Neutered,Active,Special diet,Iams,4.0,Yes,No,No,9.0,1.0,Very Active,3.0,69.0,Yes,Yes
1229,Boxer,Medium,Female,5.0,32.0,Neutered,Active,Special diet,Wellness,3.0,Yes,No,No,10.0,0.0,Active,0.0,37.0,Yes,Yes
